F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,Target
UK,-267.51,-62.56,-2264.31,30915.21,1.57,68.54,-3.46,24,High,0.02,5.7,0.08,18.99,186.66,2,0
Rest,-1742.16,-62.85,-2082.99,23792.16,3.5,-61.96,-8.4,12,High,3.62,1.28,-3.68,33.93,188.48,7,1142.75
UK,-890.43,-88.45,-2810.49,11552.97,6.24,115.54,-6.16,6,Low,105.38,17.3,-1.41,17.04,168.42,5,2491.88
UK,-17.16,-89.95,-3101.55,32073.54,7.36,-36.84,-5,12,Very high,0.9,1.92,1.03,32.76,256.24,5,2742.56
Rest,61.08,-146.12,-868.29,31605.99,3.62,50.36,-4.06,9,Low,0.72,6.66,-8.29,30.57,141.1,3,0
UK,-828.24,-162.83,-1668.84,2758.53,0.36,-66.38,-4.06,18,Medium,2.14,12.62,-3.17,35.19,128.08,2,1033.16
UK,-585.42,-140.32,-3408.93,28102.32,5.13,-20.4,-5.12,6,Very high,0.04,6.42,-3.47,24,123.02,5,2908.23
Europe,-1716.93,-115.62,-2839.65,22878.6,2.12,-39.52,-5.99,3,Medium,242.28,3.24,-3.09,28.44,142.26,2,1568.29
Europe,-106.11,-80.9,-2923.14,18597.81,8.96,31.3,-4.14,9,High,0.26,2.7,-4.36,23.31,119.5,8,2128.83
USA,-757.23,-107.77,-2875.17,63929.1,1.15,40.76,-8.12,6,Low,2.96,4.86,-2.85,38.49,210.96,3,487.88
Rest,-784.02,-56.6,-3642.84,-1210.5,5.15,39.84,-7.8,9,High,0.22,3.5,0.16,30.33,248.3,4,845.63
UK,-2155.17,-88.11,-1984.59,29491.86,1.28,-17.86,-2.36,15,Medium,4.08,14.66,-1.92,49.14,-30.86,4,2430.46
USA,-1268.49,-79.51,-1923.57,8711.4,1.74,-20.58,-1.01,15,High,0.58,6.62,-3.75,24.54,246.32,2,1061.1
UK,-328.65,-97.54,-2141.82,21764.64,7.34,63.86,-14.39,12,Low,0.2,1.04,-4.46,60.96,163.26,6,350.89
Rest,-790.92,-82.18,-2939.22,25433.49,2.8,70.94,-9.64,12,Very high,0.1,6.6,-6.87,34.02,108.24,5,558.15
Rest,-2430.24,-75.55,-1703.88,18887.31,3.87,110.3,-10.23,15,Very high,12.62,5.4,-0.52,40.23,280.76,7,461.1
UK,-686.4,-43.54,-2648.52,27926.55,2.49,190.2,-4.91,3,Low,57.78,9.78,-8.81,28.23,357.54,4,0
USA,-342.33,-126.07,-1541.85,27055.38,3.59,87.94,-7.89,3,Very low,0.28,2.84,-11.45,27.81,170.3,5,0
USA,-828.39,-108.25,-2556.78,16810.59,5.14,9.92,-2.5,15,Medium,0.54,6.78,-4.78,18.96,126.72,10,3614.08
UK,-1569.99,-139.81,-1263.09,25605.33,3.17,85.04,-10.89,9,Low,4.34,2.02,-2.82,25.68,266.16,5,0
Europe,559.92,-82.26,-3392.04,22980.87,0.14,55.92,-9.61,15,Very high,260.26,22.48,-3.14,30.81,76.96,2,1218.48
Rest,-669.45,-78.33,-1456.62,33612.9,2.75,123,0.56,9,Medium,396.24,13.92,-2.78,30.72,160.78,8,355.64
USA,-1513.92,-64.12,-2827.53,20679.99,3.44,69.58,-8.88,9,Very high,1.58,5.3,-3.32,15.6,37.36,8,3529.29
USA,-1765.29,-72.57,-1471.02,36087.75,6.59,-1.76,-6.44,15,High,0.06,14,-1.11,15.33,217.2,1,3237.56
UK,-203.04,-78.36,-2290.11,37601.58,1.89,-26.06,-8.28,15,Medium,0.14,13.24,-6.87,13.59,134.16,4,1870.88
Rest,-467.52,-95.94,-2392.08,25948.11,1.46,35.42,-5.07,9,Low,0,18.88,-0.68,35.4,-113.3,4,692.22
Europe,-2145,-118.57,-3393.39,8429.55,1.45,120.28,-7.95,6,Very low,0.42,6.92,-7.44,26.16,160.96,6,886.17
Europe,-1401.03,-92.61,-2944.62,21051.48,11.26,27.16,-7.43,12,High,0.66,3.82,-0.24,24.93,-49.16,5,2364.45
UK,-1163.37,-151.44,-2346.06,29271.78,3.41,32.96,-4.29,18,Low,15.88,10.04,-7.25,39.15,109.14,3,347.84
Rest,1206.93,-93.45,-1705.71,28493.43,7.53,100.46,-10.3,12,Very low,0,6.52,-6.31,23.58,187.7,8,57.91
UK,357.72,-126.8,-1299.9,36453.03,1.06,44.34,-8.29,12,Medium,17.06,24.32,-0.14,40.14,268.28,4,1265.83
UK,276.39,-29.61,-1715.49,23121.54,1.82,-9.46,-8.21,18,High,0.4,2.22,-4.9,39.9,266.56,5,0
Europe,-1459.8,-41.88,-3793.17,28254.09,6.42,41.62,-13,3,Very low,25.7,13.02,-1.89,27.03,160.32,6,2698.37
Rest,723.84,-68.88,-2018.37,9216.81,4.17,19.6,-6.27,12,Low,0.02,2.9,-1.94,49.14,132.6,2,0
Rest,-7.47,-99.58,-2370.99,22809.24,1.95,147.36,-10.74,15,High,0.56,2.12,-2.45,36.03,200.52,4,0
UK,-672.72,-80.8,-920.19,30908.34,4.35,77.16,-5.24,6,High,17.66,14.94,-9.69,27.24,169.14,5,1758.12
UK,-247.74,-86.96,-3211.29,19792.08,3.1,46.12,-7.33,18,Very low,1.02,11.4,-3.77,26.19,229.94,2,0
UK,-1707.27,-128.07,-3187.47,37148.76,1.63,-55.8,-8.12,9,High,2.26,5.36,2.14,21.18,160.66,0,2352.22
Europe,-754.89,-111.08,-1123.77,8952.45,0.51,47.36,-10.14,6,High,0.82,7.12,-6.6,26.82,205.56,1,0
USA,-1596.87,-68.72,-3540.33,17796.57,17.61,192.68,-4.54,9,Medium,7.18,7.78,-4.16,23.19,231.5,3,3655.07
USA,-61.47,-112.94,-3132.78,-8772.06,3.54,155.14,-11.4,6,Very low,3.32,3.92,2.83,24.54,154.04,6,0
USA,62.31,-109.7,-1082.85,15339.18,5.65,89.8,-12.07,6,Medium,0.16,3.58,1.6,33.39,168.5,1,0
UK,-2443.56,-174.53,609.99,12516.33,1.38,18.06,-5.74,9,Low,0.44,12.4,-2.93,30.45,173.72,8,1364.19
Europe,737.25,-60.55,-2611.62,33733.44,0.89,94.48,-4.8,12,Low,0.9,1.8,-4.12,14.52,193.68,3,0
Europe,-1028.04,-75.43,-1190.04,34177.05,4.51,68.1,-6.32,6,Very low,1.34,7.24,-5.29,24.3,244.48,4,229.03
USA,-1275.54,-76.29,-3237,24923.01,0.63,-40.66,-4.99,15,Low,0,0.6,-4.91,32.97,282.38,5,1611.64
UK,37.26,-111.13,-2230.02,34493.82,2.5,35.3,-7.24,12,Low,0.06,14.52,-4.43,28.71,168.26,5,1263.24
Rest,-882.9,-62.3,-3126.93,23617.95,2.6,54.84,-9.98,27,Medium,4.64,2.9,-10.23,54.78,198.76,6,40.59
USA,-964.26,-92.41,-4586.67,24755.31,1.23,85.56,-9.7,15,Low,3.78,4.94,-6.76,23.97,118.5,4,616.53
USA,-1123.05,-59.16,-2301.84,23275.68,7.67,-44.08,-10.58,3,Very high,0.94,11.82,1.27,42.93,374.18,7,3798.7
USA,-3222.48,-136.83,-2766.39,21022.74,7.16,59.9,-9.94,9,High,1.06,5.24,3.29,23.34,381.94,3,3634.18
Europe,-490.74,-96.39,-2079.39,32009.19,0.73,108.76,-3.36,15,High,48.86,10.6,-5.41,27,209.58,4,0
USA,401.64,-97.63,-2827.53,19093.62,1.43,41,-7.47,15,High,2167.48,8.74,-0.59,48.99,185.68,4,396.9
USA,-884.13,-75.86,-1001.52,28102.95,6.74,19.34,-10.75,15,Very high,1.28,4.8,-2.59,40.29,72.5,3,1082.19
Rest,-1068.84,-80.1,-1207.77,24359.79,2.19,64.44,-6.3,6,Low,1.42,15.66,-3.54,30.96,143.76,3,288.54
UK,-568.98,-125.78,-3295.83,34451.4,0.76,126.34,-3.5,6,Very high,0.7,3.94,-9.15,30.27,141.38,2,0
Europe,-2485.65,-64.16,-629.79,21435.09,2.34,168.32,-4.24,12,Very low,7.74,8.2,-0.23,34.89,157.16,6,0
Europe,220.98,-97.35,-2859.48,44974.14,3.63,74.12,-7.39,18,Low,4.56,10.66,2.39,40.68,140.02,2,0
USA,-1234.32,-70.65,-3253.44,32093.58,8,96.28,-6.23,9,Very high,0.08,3.4,-5.59,42.6,200.58,2,2765.33
Rest,-1119.9,-118.09,-2979.18,19600.14,5.4,25.6,-8.97,6,Low,4.2,45.14,-9.7,30.78,143.5,3,3246.86
USA,281.82,-146.16,-1228.95,29872.8,1.13,46.28,-10.82,9,Very low,26.72,7.44,-5.65,45.09,257.4,2,0
Rest,-853.71,-63.63,-1725.99,26996.94,11.97,8.9,-5.51,18,High,2.98,5.94,-3.87,13.29,163.74,6,1134.26
USA,-620.85,-69.44,-1478.43,45957.57,0.15,87.46,-6.23,15,High,10.74,7.9,-5.92,10.95,261.76,6,0
Europe,283.89,-68.04,-4149.12,4309.8,6.73,66.2,-11.54,6,Very low,0.98,3.9,-3.95,31.23,97.14,2,764.78
USA,-682.23,-103.01,-1553.04,28708.08,0.78,38.54,-4.25,12,High,4.4,1.26,-6.12,25.2,229.3,4,0
Europe,1184.37,-123.57,-1643.13,-10881.39,5.63,34.54,-5.1,9,Low,0,7.44,-4.43,-23.34,270.52,4,224.28
Rest,190.56,-120.14,-1137.36,24012.24,0.71,43.64,-11.39,12,Medium,1.02,27.38,-8.98,29.49,232.96,3,456.27
UK,-2589.78,-69.14,-651.39,22856.01,2.21,122.06,-3.98,9,Low,2.56,9.96,-3.67,18.6,211,3,0
USA,-1174.05,-95.3,-3428.13,25092.21,0.46,-11.24,-6.88,6,Medium,0.3,3.16,0.82,22.92,227,5,3096.28
USA,-1514.19,-116.18,-2435.52,30735.3,2.56,15.9,-2.75,3,Very high,4.6,4.2,-1.45,27.33,221.9,2,2905.21
UK,-254.76,-84.51,-3140.43,21129.63,4.13,124.48,-3.72,9,High,2.24,21.1,-3.67,22.92,220.12,2,2119.64
UK,134.34,-122.6,-1190.91,25694.1,3.15,-126.04,-5.38,9,Medium,0,6.56,0.17,41.55,49.08,8,2760.11
Rest,-2487.63,-71.36,-3288.09,32791.17,3.45,63.6,-8.13,9,Low,0.18,5.12,-4.02,30.57,107.6,8,1067.85
Europe,-280.53,-99.06,-3962.79,-1798.32,8.68,72.14,-7.91,12,Medium,0.1,1.68,-1.27,25.14,295.66,5,1394.21
Rest,-72.3,-87.58,-1855.77,14729.16,8.19,102.94,-8.26,12,Very low,0.02,9.94,-2.46,20.85,211.1,0,0
UK,-1542.87,-91.06,-1760.46,25768.62,4.42,-38.22,-8.11,9,Very low,0.56,4.94,-3.32,36.09,187.78,5,2022.55
Europe,157.68,-104.97,-3078.6,23167.59,2.64,96.16,-12.04,27,High,0.02,5,-11.11,33.51,361.94,1,0
UK,-329.64,-100.12,-2221.44,28855.95,3.47,-1.82,-4.82,9,High,117.6,8.22,-0.51,25.71,171.36,3,1760.14
USA,581.55,-100.34,-1700.97,19210.86,5.06,73.38,-5.06,9,Medium,628.24,7.24,-3,35.34,182.8,4,82.44
Rest,-1728.27,-67.45,-1107.3,12998.49,2.2,-16.3,-3.82,21,Low,1.86,4.96,-8.73,39.57,188.36,4,40.22
Europe,-862.53,-85.72,-1933.53,18485.76,1.84,6.58,-6.06,15,Very high,2.84,8.22,-3.99,21.63,170.84,2,678.37
Rest,-1684.71,-89.03,-1846.2,27658.14,1.49,60.78,-4.19,18,Low,2.36,10.04,-2.63,34.8,199.82,2,0
USA,-1629.69,-132.65,-3774.51,23421.33,0.87,33.58,-4.61,3,Medium,2.64,23.72,-2.79,29.7,418.34,4,3790
UK,-1129.14,-36.94,-2708.58,35861.1,5.64,63.54,-7.5,18,High,5.24,4.02,-0.92,27.18,387.86,7,1753.28
UK,-1541.7,-77.43,-1556.76,29855.34,2.06,109.34,-3.37,9,Medium,2.5,3.86,-2.09,23.61,221.94,2,0
Rest,-745.83,-85.32,-2091.12,25874.07,0.51,-26.78,-2.03,6,High,3.46,22.5,2.89,36.39,158.56,3,1414.85
UK,-1402.56,-133.21,-1656.9,50680.41,2.77,118.86,-6.19,9,High,52.04,0.84,-0.57,11.91,164.62,5,0
UK,-2157.42,-97.81,-1270.56,19017.3,1.68,40.86,-3.94,9,Very low,0.26,9.38,-4,32.34,238.02,1,0
Rest,-2699.85,-26.9,-2199.99,5515.5,2.68,71.94,-6.33,9,Very low,6.24,14.74,-4.16,22.89,342.08,6,843.72
UK,-563.07,-82.67,-3089.82,24137.7,2.42,-1.12,-8.59,21,Medium,0,4.06,-4.19,31.17,218,4,484.93
Europe,-785.16,-99.91,-2280.03,33836.85,0.37,-58.36,-4.32,9,Very high,0.04,20.7,-5.08,41.4,202.74,3,2539.37
Rest,-934.14,-102.8,-642.39,51499.2,2.91,-37.76,-3.67,12,Low,5.86,31.84,-2.87,34.2,109.82,3,1342.36
Rest,-992.55,-71.35,-3368.76,24397.2,3.74,38.24,-9.52,15,Very low,0,15.26,-0.71,32.52,194.46,2,559.16
Rest,-155.28,-91.33,-1935.9,23593.05,3.47,8.42,-3.51,12,Low,0.9,3.56,-7.89,12.84,149.8,3,46.87
USA,-18.54,-42.81,-1643.28,31638.72,14.19,88.18,-7.02,12,High,0.06,8.22,-1.36,38.55,143.46,7,3574.75
Europe,-204.03,-52.31,-3453.6,39933.96,0.38,145.16,-14.23,15,Low,226.74,2.72,-0.47,26.31,113.1,3,0
Europe,-1673.22,-66.26,-3504.3,9617.67,5.31,80.14,-5.33,12,Very low,0.14,11.64,-7.38,33.6,202.64,7,1806.31
USA,-516.6,-70.53,-1911.72,23291.64,15.26,-3.9,-5.16,18,High,0.24,26.68,-6.18,30.15,100.9,4,3798.89
Europe,-413.97,-86.48,-689.28,41290.11,1.71,6.04,-3.88,9,Very low,1.54,11.14,-3.9,27.6,199.92,3,0
UK,-488.88,-89.72,-3324.42,34232.37,11.47,54.2,-9.29,6,High,0.06,3.24,-0.4,28.5,86.94,5,2840.93
USA,300.75,-93.2,-3509.01,23420.16,1.78,66.98,-6.33,9,Medium,2.92,5.4,-1.05,25.11,192.06,3,273.7
USA,-1116.15,-56.61,-1618.86,21593.94,1.31,75.5,-5.09,15,Very high,64.86,4.68,0.17,30.12,228.04,2,0
USA,-375.3,-116.09,-1429.62,28109.85,3.99,-32.5,-8.81,12,High,0.22,13.8,6.07,40.59,231.86,4,3277.13
USA,-2146.83,-147.07,-2198.85,30745.59,4.56,55.12,-9.01,9,High,1.96,6.52,-2.05,34.02,163.14,2,2226.12
USA,163.26,-90.02,-1631.88,22878.27,3.98,37.7,-8.26,18,Medium,28.64,15.9,-0.55,30.93,171.32,5,1077.35
USA,-611.67,-85.95,-3662.31,10703.94,2.55,123.52,-8.68,9,Medium,2.94,1.48,-4.25,48.6,111.32,4,94.96
UK,1746.3,-128.36,-2838.45,222.3,18.98,34.78,-7.35,15,Very high,0,1.66,-1.87,47.34,163.06,3,2653.71
Rest,-908.94,-105.54,-1683.57,35957.88,2.27,-6.58,-5.83,12,Low,2.02,23.5,-5.97,34.5,201.68,6,1241.64
Europe,1676.46,-44.22,-3515.67,27312.69,11.17,-26.32,-11.21,0,Very high,2.54,11.76,-7.39,35.4,173.96,5,3439.79
UK,48.72,-120.43,-4672.95,24922.29,2.18,117.22,-6.33,12,High,9.9,3.2,-0.89,24.45,170.76,6,968.46
UK,415.71,-101.88,-1328.85,36172.17,9.74,155.84,-4.3,15,Very high,0.02,2.08,-4.08,28.59,208.78,3,0
USA,-1405.92,-92.71,-3139.71,46080.66,4.14,60.98,-6.89,12,High,4.88,3.4,-1.15,26.4,131.7,4,2039.66
UK,-691.62,-81.07,-2199.87,26235.63,2.64,114.9,-5.15,9,Low,1.1,9.42,-1.67,14.46,146.5,1,0
UK,-1024.53,-146.27,-1278.99,12397.41,2.39,118.38,-4.78,18,High,0.86,9.04,-2.87,26.88,224.36,6,0
USA,-188.01,-105.49,-3906.15,48565.17,2.11,58.36,-7.96,18,Very high,2,8.42,-4.53,25.59,157.6,5,2280.12
UK,-2149.77,-123.45,-575.1,60064.41,4.14,48.46,-2.81,6,Very low,1,10.26,-7.04,59.34,103.08,4,749.75
UK,-1097.55,-131.4,-1392,39598.2,5.28,90.46,-6.26,9,High,0.4,3.94,-1.64,32.19,163.86,3,0
Rest,127.14,-53.73,-1409.46,45139.68,3.45,45.3,-2.91,12,Medium,2.04,0.54,-2.58,30.54,176.28,4,0
Rest,-627,-98.95,-1584.75,24124.2,4.85,40.48,-2.67,18,Very high,0.12,7.3,0.64,26.94,288.94,4,297.18
Europe,140.79,-118.51,-1477.17,20971.32,2.1,-25.9,-5.68,12,Very low,56.28,5.98,-3.48,45.42,168.72,1,0
UK,406.83,-83.87,-2054.19,24746.67,2.77,155.7,-3.15,9,Low,3.52,3.24,-3.18,27.18,177.02,10,0
Rest,-82.74,-135.49,16.26,17051.01,2.87,228.16,-10.03,15,Medium,83.98,5.54,-4.96,30.48,195.22,7,0
USA,-1483.77,-97.41,-2985.69,27066.15,1.19,55.34,-4.61,12,Low,0.62,13.94,3.87,35.85,181.26,5,2624.78
UK,-2824.32,-89.49,-2646.96,21601.68,6.69,65.12,-7.51,21,Very low,0.42,4.4,-2.13,15.69,54.6,3,489.87
UK,-21.24,-90.55,-3585.27,22405.05,3.66,69.1,-7.36,15,High,4.42,10.26,-8.79,19.02,81.56,5,1821.69
USA,49.32,-89.85,-1886.01,43535.1,9.52,56.74,-10.11,12,Very high,0.48,6.62,-0.86,29.16,94.44,4,2633.81
Europe,-1434.06,-105.18,-2083.38,16384.35,8.55,138.42,-6.29,27,Very low,0.36,3.9,-3.29,25.89,268.6,2,0
UK,-277.02,-93.57,-2282.28,59744.88,3.3,29.5,-3.26,12,Very low,54949.06,20.6,-3.44,31.95,314.96,6,2277.7
Europe,-2140.56,-117.81,-2534.94,34170,12.23,-12.9,-0.8,15,Very high,0.66,10.58,-4.34,31.86,269.94,5,3415.18
USA,268.92,-63.48,-2751.21,-295.53,3,60.72,-9.01,12,High,0.12,6.58,-7.31,3.24,245.32,4,578.19
Europe,-146.79,-128.34,-997.23,26318.37,0.5,-45.52,-9.84,12,Low,2.58,6.82,-7.29,54.06,167.9,7,567.82
USA,-952.11,-136.12,-1332.84,12748.32,7.25,164.02,-7.46,12,Very low,0.3,6.1,-3.88,29.28,262.42,2,0
Europe,392.22,-108.48,-1583.85,10625.55,3.33,90.1,-8.93,6,Low,0.2,6.08,-1.2,38.76,114.42,4,0
Europe,-1200.69,-87.94,-1771.41,37042.65,6.55,139.58,-6.52,15,Low,0.04,11.04,0.94,32.7,26.64,2,0
UK,-314.49,-142.37,-2228.94,23063.01,6.08,133.82,-8.65,12,Low,0.1,9.24,-6.33,45.51,202.14,6,140.01
USA,-385.86,-88.32,82.14,14033.07,2.91,-50.4,-11.16,6,Very low,1.42,10.2,-1.53,40.62,205.98,5,903.02
Rest,-1078.83,-41.02,-3479.88,37601.85,0.61,26.66,-2.95,12,Very high,0.02,15.12,2.8,20.28,91.46,4,1188.84
Europe,-1208.91,-90.14,-3292.95,26808.96,4.01,-8.78,-4.16,12,Low,1.46,13.22,-1.46,31.41,296.78,5,2144.57
USA,-303.27,-131.43,-2280.42,27006,1.18,73.9,-6.11,3,High,18.78,7.78,-3.69,27.75,130.2,3,612.76
Europe,-1350.03,-97.9,-2534.25,16508.13,4.55,153.84,-10.78,12,Low,0,9,-5.59,30.15,-23.94,5,336.18
Europe,233.1,-93.62,-2433.84,23331.57,7.71,84.82,-6.42,12,Low,1.58,4,-3.55,33.3,173.52,5,378.76
Europe,1172.58,-112.77,-3627.48,23562,2.73,159.62,-9.69,18,Very high,4.08,2.96,-5.36,37.71,231.18,4,0
Europe,428.43,-95.56,-1363.41,31844.37,6.06,148.6,-5.15,12,High,89.54,3.88,2.08,51.99,106.4,6,0
USA,173.01,-79.31,-2969.31,37333.68,5.24,-47.16,-9.37,3,Very high,0,12.26,-8.56,25.47,193.68,3,3780.09
Europe,-232.8,-80.22,-1207.35,20010.96,1.25,91.8,-6.65,15,Low,59.36,4.56,-3.63,30.72,78.32,4,0
Rest,-733.86,-26.76,-2015.61,33420.75,7.7,87.48,-10.59,6,High,0,5.18,-0.88,16.2,113.72,6,756.11
Rest,-392.88,-95.89,-2015.4,1088.19,2.73,61.48,-14.27,12,Medium,0,9.52,-4.36,22.83,131.54,3,134.48
UK,505.29,-126.77,-2572.14,28230.39,0.32,83.46,-10.44,9,Medium,48.7,6.92,-3.88,33.96,362.18,4,0
Rest,-807.63,-129.88,-2098.38,25372.38,4.06,35.26,-4.3,12,Very low,0.02,0.96,-4.56,19.95,305.02,3,0
Europe,-189.6,-73.08,-1799.19,19333.11,2.99,38.56,0.21,12,Very low,0.16,6.42,-1.57,54.93,195.36,1,0
Europe,-22.35,-47.49,-2817.9,22674.69,2.77,32.7,1.43,0,Very high,2.24,8.92,-4.74,27.84,207.06,2,1486.25
Europe,-371.97,-94.65,-2649.48,24398.22,0.96,12.74,-6.14,0,Low,0.74,5.86,1.06,34.8,201.46,3,846.37
UK,-547.35,-113.32,-2439.99,25295.13,7.87,17.3,-6.34,6,Medium,734.76,4.74,-7.66,12.48,325.54,3,2177.47
Rest,-1095.6,-83.13,-4109.67,12731.97,0.36,12.18,-6.58,18,Very high,0.1,14.16,-6.69,27.42,160.2,5,1267.34
Europe,-2340.3,-117.26,-2990.76,19343.34,5.05,77.34,-9.1,15,Medium,0.34,24.12,-2.52,28.68,214.66,3,2359.29
USA,-2232.3,-90.11,-2979.21,36842.1,3.24,120.84,-4.56,6,Low,373.46,14.38,-3.13,13.29,91.34,4,2864.08
UK,-751.38,-55.56,-2223.36,28952.22,6.91,95.24,-7.55,9,Very low,57.52,11.5,-5.14,39.18,286.6,2,338.04
USA,32.7,-45.25,-2358.03,29448.81,8.09,53.42,-6.32,9,Medium,2.44,20.14,-7.39,11.88,129.72,4,3665.47
USA,-2347.95,-80.16,-3266.1,27317.37,2.01,-6.2,-7.49,18,High,0.04,0.08,-2.3,30.06,106.32,3,1929.85
Europe,734.82,-97.94,-3234.6,24838.89,2.74,127.28,-9.05,12,Medium,0,11.58,0.86,27.81,144.7,3,44.07
Rest,-1016.73,-77.13,-1630.74,29276.7,6.79,21.06,-8.83,21,Low,55.02,1.22,-7.79,30.51,194.94,0,0
USA,-628.08,-117.85,-1559.58,10416.54,2.34,140.4,-12.85,21,Low,0.12,21.28,-6.87,39.06,110.66,5,0
USA,-1018.38,-103.44,-3550.95,32151.33,4.88,151.7,-7.58,15,Very high,17.58,6.54,-0.79,41.1,85.74,3,677.49
Europe,-927.93,-50.74,-2931.39,29812.17,2,111.04,-12.87,18,High,0.2,10.46,-6.78,22.35,196.84,6,668.66
UK,673.77,-103.5,-2612.19,-5476.89,3.95,98.52,-11.12,3,Medium,0.02,3.38,-0.1,36.48,163.92,3,0
Rest,2521.86,-86.93,-2624.34,16261.11,1.81,198.88,-5.08,12,Very high,0.1,17.52,-5.15,31.08,251.9,7,0
Europe,-3708.93,-87,-2635.56,16617.69,2.01,-47.32,-7.69,12,Low,29.2,5.4,-4.6,30.66,195.44,0,1409.08
Rest,-2022.6,-114.57,-754.89,18896.04,7.42,78.2,-6,6,Medium,14.66,3.12,-6.23,30.45,120.84,3,242.7
USA,885.18,-69.97,-1617.24,33515.7,0.92,90.54,-5.58,6,Very high,0.52,8.6,-4.27,39.21,201.88,6,214.25
Europe,-281.28,-100.26,-2031.84,26163.27,2.27,109.06,-6.28,12,High,0.04,7.06,-3.39,28.08,314.7,5,85.51
Rest,69.63,-94.3,-295.11,35070.81,5.24,32.52,-2.93,3,High,580.56,9,-2.76,48.69,235.98,5,394.02
USA,-1252.92,-90.27,-2143.56,-2511.81,6.06,94.14,-9.67,3,Medium,130.88,5.12,-0.95,65.04,172.98,9,3367.45
Europe,110.79,-83.03,-2288.64,22475.04,4.56,2.04,-4.55,18,Low,0,10.32,-0.36,30.15,138.06,2,411.2
UK,1367.22,-99.47,-2043.66,21119.4,2.14,66.96,-4.93,0,Medium,0.12,6.68,-6.79,34.29,111.2,1,0
Europe,-175.89,-48.24,-2709.72,16966.2,1.49,44.64,-0.44,18,High,2.68,4.32,-6.19,24.48,244.84,6,360
Rest,-1071.9,-105.9,-2773.47,19411.38,6.88,117.52,-11.71,18,Very high,0.14,4.86,-9.62,40.05,286.54,0,70.56
UK,-1522.65,-92.78,-3474.75,26477.61,6.76,102.94,-3.83,9,Very high,468.2,17.76,1.32,30.54,163.28,8,2969.4
UK,-520.95,-56.4,-3074.31,20817.66,1.57,103.38,-9.09,15,Medium,0.02,1.52,1.26,48.06,183.74,3,0
UK,-772.95,-29.53,-1547.22,26688.78,2.02,28.34,-12.08,12,Very low,0.78,3.16,-5.25,25.08,175.74,3,0
Europe,-957.72,-114.12,-3814.05,25466.1,1.1,142.04,-8.61,12,Very high,0.78,5.14,-0.55,34.02,169.26,7,874.2
UK,-194.55,-69,-1159.41,29368.53,0.88,77.74,-7.49,6,Low,1.02,4.1,-1.33,26.34,94.76,3,0
Rest,-645,-91.99,-1502.31,38757.48,3.99,11.3,-2.7,18,Low,0.68,25.74,-4.69,35.67,329.06,1,580.12
UK,-972.9,-84.13,-2475.06,51415.17,11.16,88.88,-11.87,12,Low,0.38,14.08,-8.8,13.56,146.72,1,2115.61
Rest,100.29,-68.65,-679.35,12042.06,3.21,150.32,-5.14,6,High,12.92,14.66,0.22,28.35,107.82,3,0
UK,-2082.69,-121.8,-1496.46,34718.61,1.18,116.98,-5.21,3,Low,0.1,2.18,-4.61,18.6,253.36,3,0
Europe,-1153.29,-80.97,-2980.02,19398.72,5.21,86.18,-5.5,15,Medium,22.32,9.78,0.29,50.22,141.88,6,1266.99
USA,-955.47,-109.96,-1619.19,60778.8,8.11,57.54,-8.49,15,High,0.1,8.7,-4.71,44.58,213.58,5,2617.07
USA,403.35,-89.95,-2264.55,16339.53,6.38,103.6,-5.04,18,Very high,0.04,16.82,-3.99,25.83,196,3,1427.31
USA,-134.43,-97.62,-2054.46,23157.63,0.45,84.38,-9.17,21,Low,1.84,8.14,-0.6,24.24,124.58,4,0
UK,1021.2,-60.41,-2753.46,21014.55,1.04,13.14,-10.27,9,Very low,606.28,5.26,-6.2,39.42,118.96,7,0
USA,-238.65,-112.1,-2602.74,21934.2,0.83,66.62,-1.16,6,Very high,0.34,15.5,0.32,30.03,245.44,5,3195.71
Rest,-767.31,-66.71,-2061.99,15660.06,2.41,127.66,-5.24,18,Very low,0.06,11.88,-2.82,26.49,186.28,4,0
UK,413.55,-87.07,-3654.6,12399.99,0.46,39.56,-3.9,9,Medium,4512.48,13.18,-4.73,24.66,158.12,4,1602.56
UK,-1389.48,-155.02,-2397.81,19865.1,1.59,129.98,-4.43,21,Very low,9.56,18.76,-2.79,29.55,185.7,2,0
USA,-404.46,-58.9,-2871.99,22118.4,4.57,90.72,-9.16,15,Very high,0,3.74,-0.63,30.09,184.36,1,86.63
Rest,-1812.24,-54.67,-3229.05,28893.72,2.53,-101.9,-5.66,18,Very low,2.36,6.58,-1.13,36.12,152.52,4,998.85
Rest,-989.85,-157.04,-3352.95,14685.06,8.76,43.46,-5.53,9,Very low,2.46,8.54,-7.65,29.85,19.64,2,790.97
Europe,-1106.49,-56.39,-3565.17,33094.29,6.72,57.08,-9.33,3,Very low,315.82,13.9,2.62,18.54,129.98,2,1893.3
USA,-1259.19,-37.15,-950.13,10040.01,5.79,63.42,-9.43,9,High,4.16,7.66,-3.37,48.09,206,7,2532.95
Rest,-652.23,-76.32,-3900.66,36054.15,2.15,-40.34,-6.94,9,Very low,33,2.76,-1,29.16,136.22,2,475.87
Europe,-482.73,-140.48,-1399.8,21753.27,9.31,85.2,-5.75,18,Very low,9.94,8.46,-4.63,25.74,225.66,2,0
